FiBar,Generated,SIMPoly,DiameterJ
,,16.9706,12
,,24,12
,,20.5913,12
,,20.3961,12
,,20.8806,12
,,18,12
,,22,12
,,20.5913,12
,,16.4924,12
,,20.3961,12
,,16.1245,12
,,17.2047,12
,,24,12
,,20.5913,12
,,21.5407,12
,,20.3961,12
,,18.1108,12
,,22,12
,,21.5407,12
,,16.1245,12
,,20.0998,12
,,16.9706,12
,,22,12
,,20.5913,12
,,20.5913,12
,,20.0998,12
,,17.8885,12
,,22,12
,,20.5913,12
,,16,12
,,20,12
,,16.1245,12
,,17.2047,12
,,21.6333,12
,,20.5913,12
,,21.5407,12
,,21.5407,12
,,18.868,12
,,22,12
,,21.5407,12
,,17.8885,12
,,20,12
,,16.9706,12
,,17.2047,12
,,20.5913,12
,,20.5913,12
,,20.5913,12
,,20.8806,12
,,19.6977,12
,,21.5407,12
,,20.3961,12
,,18,12
,,20,12
,,17.088,12
,,20.3961,12
,,20.5913,12
,,20.8806,12
,,20.3961,12
,,20.3961,12
,,20.8806,12
,,20.8806,12
,,18.1108,12
,,22,12
,,16.1245,12
,,17.2047,12
,,20.0998,12
,,20.5913,12
,,20.8806,12
,,21.5407,12
,,20.8806,12
,,20.3961,12
,,21.5407,12
,,18.4391,12
,,22,12
,,16.9706,12
,,19.6977,12
,,20.5913,12
,,20.3961,12
,,20.8806,12
,,22.3607,12
,,20.0998,12
,,22,12
,,21.5407,12
,,16.1245,12
,,17.2047,12
,,18,12
,,20.5913,12
,,21.5407,12
,,20.3961,12
,,22.8035,12
,,20,12
,,22,12
,,20.8806,12
,,16.9706,12
,,18.1108,12
,,20.8806,12
,,20.5913,12
,,20.8806,12
,,23.4094,12
,,20,12
,,22.0907,12
,,20.3961,12
,,16.1245,12
,,17.2047,12
,,18.4391,12
,,20.3961,12
,,20.8806,12
,,20.8806,12
,,24.1661,12
,,20,12
,,20.0998,12
,,16.9706,12
,,18.4391,12
,,21.5407,12
,,20.8806,12
,,20.3961,12
,,25.0599,12
,,22,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18.1108,12
,,18.4391,12
,,18.9737,12
,,19.6977,12
,,20,12
,,16.1245,12
,,17.2047,12
,,17.8885,12
,,20.5913,12
,,20.3961,12
,,20.0998,12
,,26,12
,,22,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.868,12
,,20,12
,,16.9706,12
,,17.2047,12
,,18.868,12
,,21.5407,12
,,21.5407,12
,,21.5407,12
,,26.6833,12
,,22,12
,,20,12
,,18.868,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.4391,12
,,20,12
,,17.088,12
,,19.6977,12
,,20.5913,12
,,20.5913,12
,,20.8806,12
,,27.2029,12
,,22,12
,,22.6274,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.4391,12
,,22,12
,,16.1245,12
,,17.2047,12
,,20,12
,,21.5407,12
,,20.8806,12
,,20.3961,12
,,27.8568,12
,,22.0907,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,16.9706,12
,,22,12
,,16.9706,12
,,20,12
,,20.5913,12
,,20.8806,12
,,20.8806,12
,,22.3607,12
,,21.2603,12
,,19.799,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,17.8885,12
,,18.868,12
,,15.6205,12
,,22,12
,,16.1245,12
,,17.2047,12
,,20,12
,,20.8806,12
,,20.3961,12
,,20.8806,12
,,22.8035,12
,,20,12
,,18.868,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.4391,12
,,14.4222,12
,,22,12
,,16.9706,12
,,22,12
,,20.5913,12
,,21.5407,12
,,20.3961,12
,,23.4094,12
,,25.4558,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,13.4164,12
,,22,12
,,16.1245,12
,,17.2047,12
,,21.6333,12
,,20.5913,12
,,20.8806,12
,,20.0998,12
,,24.1661,12
,,25.4558,12
,,12.1655,12
,,22.0907,12
,,16.9706,12
,,22.8035,12
,,20.5913,12
,,20.3961,12
,,20,12
,,25.0599,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,25.4558,12
,,11.6619,12
,,19.799,12
,,22.3607,12
,,16.1245,12
,,17.2047,12
,,24,12
,,20.5913,12
,,20.0998,12
,,22,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,17.8885,12
,,18.868,12
,,12,12
,,19.6977,12
,,20.5913,12
,,22.8035,12
,,16.9706,12
,,17.2047,12
,,23.3238,12
,,20.8806,12
,,22,12
,,22.0907,12
,,26.8328,12
,,25.6125,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.4391,12
,,19.799,12
,,21.2603,12
,,12,12
,,19.6977,12
,,20.5913,12
,,22,12
,,17.088,12
,,24.4131,12
,,20.3961,12
,,22,12
,,22.3607,12
,,26,12
,,25.4558,12
,,24.0832,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,21.2603,12
,,17.8885,12
,,12,12
,,19.6977,12
,,20.5913,12
,,24,12
,,16.1245,12
,,17.2047,12
,,25.6125,12
,,20.0998,12
,,22.3607,12
,,23.3238,12
,,24,12
,,24.0832,12
,,22.8035,12
,,18.4391,12
,,18.1108,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,18.1108,12
,,11.6619,12
,,19.6977,12
,,20.5913,12
,,24,12
,,16.9706,12
,,26.3059,12
,,22,12
,,23.3238,12
,,19.799,12
,,21.2603,12
,,22,12
,,23.3238,12
,,22.6274,12
,,21.2603,12
,,20,12
,,18.868,12
,,17.8885,12
,,18,12
,,10.7703,12
,,19.6977,12
,,20.5913,12
,,21.5407,12
,,24.4131,12
,,16.9706,12
,,26.6833,12
,,22,12
,,18.4391,12
,,19.799,12
,,23.3238,12
,,17.8885,12
,,10.198,12
,,20.5913,12
,,21.5407,12
,,25.6125,12
,,17.2047,12
,,27.2029,12
,,22.3607,12
,,18.868,12
,,22.8035,12
,,17.088,12
,,10,12
,,20.5913,12
,,25.4558,12
,,17.8885,12
,,27.7849,12
,,23.3238,12
,,17.8885,12
,,18,12
,,18,12
,,17.8885,12
,,22.6274,12
,,24.0832,12
,,31.6228,12
,,24.1661,12
,,16.4924,12
,,11.6619,12
,,20,12
,,21.2603,12
,,26.9072,12
,,18.9737,12
,,19.799,12
,,21.2603,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,24.0832,12
,,25.6125,12
,,27.2029,12
,,24.0832,12
,,16.1245,12
,,11.6619,12
,,21.2603,12
,,28.2843,12
,,20.3961,12
,,19.799,12
,,21.2603,12
,,18.868,12
,,20,12
,,18.868,12
,,17.8885,12
,,27.7849,12
,,29.5296,12
,,24,12
,,16,12
,,10.7703,12
,,21.2603,12
,,28.4253,12
,,20.0998,12
,,18.4391,12
,,19.799,12
,,18,12
,,18,12
,,18.1108,12
,,18,12
,,18,12
,,18,12
,,21.2603,12
,,19.799,12
,,18.4391,12
,,24,12
,,17.088,12
,,10.198,12
,,21.6333,12
,,23.3238,12
,,30,12
,,22,12
,,17.8885,12
,,18.4391,12
,,25.4558,12
,,18.868,12
,,17.8885,12
,,23.4094,12
,,16.4924,12
,,10,12
,,24.1661,12
,,26,12
,,31.6228,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,21.2603,12
,,19.799,12
,,18.4391,12
,,22.8035,12
,,16.1245,12
,,11.6619,12
,,27.2029,12
,,32.249,12
,,26.0768,12
,,22.8035,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,21.2603,12
,,22.3607,12
,,17.088,12
,,11.6619,12
,,28.6356,12
,,25.6125,12
,,24.0832,12
,,19.799,12
,,21.2603,12
,,22,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,23.4094,12
,,16.4924,12
,,10.7703,12
,,26.8328,12
,,24,12
,,22.6274,12
,,18.868,12
,,20,12
,,25.6125,12
,,18.868,12
,,17.8885,12
,,12.1655,12
,,33.1059,12
,,22.8035,12
,,16.1245,12
,,10.198,12
,,26.0768,12
,,22.3607,12
,,21.2603,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,21.2603,12
,,19.799,12
,,18.4391,12
,,22.3607,12
,,11.6619,12
,,32,12
,,22.3607,12
,,16,12
,,10,12
,,26,12
,,25.6125,12
,,25.6125,12
,,21.5407,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,22.8035,12
,,21.2603,12
,,22.0907,12
,,12,12
,,32,12
,,23.4094,12
,,17.088,12
,,11.6619,12
,,24,12
,,24,12
,,24,12
,,21.6333,12
,,20.5913,12
,,25.4558,12
,,20.5913,12
,,18.4391,12
,,17.2047,12
,,22.3607,12
,,22,12
,,12,12
,,32,12
,,22.8035,12
,,16.4924,12
,,11.6619,12
,,19.799,12
,,21.2603,12
,,22.0907,12
,,22,12
,,20.3961,12
,,20.0998,12
,,19.6977,12
,,25.4558,12
,,20,12
,,21.2603,12
,,19.799,12
,,18.4391,12
,,22.0907,12
,,21.5407,12
,,11.6619,12
,,32.0624,12
,,22.3607,12
,,16.1245,12
,,10.7703,12
,,33.2866,12
,,19.799,12
,,18,12
,,18.1108,12
,,18.4391,12
,,18.4391,12
,,25.6125,12
,,22,12
,,20.8806,12
,,10.7703,12
,,30.2655,12
,,23.4094,12
,,17.088,12
,,10.198,12
,,32.8024,12
,,18.868,12
,,20,12
,,17.8885,12
,,18.868,12
,,19.6977,12
,,26.0768,12
,,22,12
,,20.3961,12
,,10.198,12
,,30.5941,12
,,22.8035,12
,,16.4924,12
,,10,12
,,27.2029,12
,,28,12
,,32.249,12
,,17.8885,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18.868,12
,,20,12
,,21.2603,12
,,22,12
,,26.8328,12
,,21.5407,12
,,20.8806,12
,,11.6619,12
,,31.0483,12
,,22.3607,12
,,16.1245,12
,,11.6619,12
,,26,12
,,31.6228,12
,,17.8885,12
,,17.088,12
,,16.4924,12
,,16.1245,12
,,16,12
,,16,12
,,16,12
,,21.6333,12
,,22.8035,12
,,24,12
,,22.0907,12
,,20.5913,12
,,20.8806,12
,,11.6619,12
,,30.4631,12
,,23.4094,12
,,16,12
,,11.6619,12
,,23.3238,12
,,24,12
,,31.241,12
,,18.4391,12
,,17.2047,12
,,23.3238,12
,,24.4131,12
,,25.6125,12
,,26.3059,12
,,22,12
,,20.8806,12
,,20.3961,12
,,10.7703,12
,,30,12
,,22.8035,12
,,17.088,12
,,10.7703,12
,,19.799,12
,,21.2603,12
,,22,12
,,21.2603,12
,,19.799,12
,,18.4391,12
,,26,12
,,26.8328,12
,,27.7849,12
,,22,12
,,20.8806,12
,,20.0998,12
,,10.198,12
,,30,12
,,24.1661,12
,,16.4924,12
,,10.198,12
,,18.4391,12
,,19.799,12
,,26,12
,,25.2982,12
,,24.7386,12
,,24.1661,12
,,23.3238,12
,,21.6333,12
,,20,12
,,22,12
,,20.3961,12
,,21.5407,12
,,11.6619,12
,,30,12
,,23.4094,12
,,16.1245,12
,,10,12
,,17.8885,12
,,18.1108,12
,,26.0768,12
,,25.0599,12
,,22.0907,12
,,22,12
,,22,12
,,22,12
,,22.0907,12
,,22.0907,12
,,22,12
,,22,12
,,24.1661,12
,,18.868,12
,,21.5407,12
,,21.5407,12
,,20.8806,12
,,10.7703,12
,,28,12
,,24.1661,12
,,17.088,12
,,11.6619,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,18,12
,,17.8885,12
,,17.088,12
,,22.3607,12
,,23.3238,12
,,24,12
,,24,12
,,25.2982,12
,,18,12
,,20.5913,12
,,20.5913,12
,,20.3961,12
,,10.198,12
,,28,12
,,24.1661,12
,,16.4924,12
,,11.6619,12
,,24.1661,12
,,25.0599,12
,,26,12
,,26.6833,12
,,27.8568,12
,,28,12
,,18.1108,12
,,20.8806,12
,,20.8806,12
,,21.5407,12
,,11.6619,12
,,28,12
,,23.4094,12
,,16.1245,12
,,10.7703,12
,,26,12
,,28.6356,12
,,29.5296,12
,,30,12
,,30,12
,,26.0768,12
,,17.2047,12
,,20.8806,12
,,20.8806,12
,,20.8806,12
,,10.7703,12
,,28,12
,,24.1661,12
,,17.088,12
,,10.198,12
,,30.4631,12
,,31.305,12
,,32,12
,,25.6125,12
,,17.088,12
,,20.3961,12
,,20.3961,12
,,20.3961,12
,,10.198,12
,,27.8568,12
,,24.1661,12
,,16.4924,12
,,10,12
,,24.4131,12
,,24.0832,12
,,16.1245,12
,,21.5407,12
,,21.5407,12
,,20.0998,12
,,11.6619,12
,,27.2029,12
,,24.1661,12
,,16.1245,12
,,11.6619,12
,,23.3238,12
,,24,12
,,17.2047,12
,,20.5913,12
,,20.5913,12
,,21.5407,12
,,10.7703,12
,,26.6833,12
,,24.7386,12
,,16,12
,,11.6619,12
,,24.1661,12
,,22.6274,12
,,16.9706,12
,,21.5407,12
,,20.8806,12
,,20.8806,12
,,10.198,12
,,26,12
,,24.1661,12
,,17.088,12
,,10.7703,12
,,23.4094,12
,,22.3607,12
,,16.1245,12
,,20.5913,12
,,20.8806,12
,,20.3961,12
,,11.6619,12
,,26,12
,,24.1661,12
,,16.4924,12
,,10.198,12
,,22.8035,12
,,27.7849,12
,,21.2603,12
,,17.2047,12
,,21.5407,12
,,20.3961,12
,,21.5407,12
,,10.7703,12
,,26,12
,,24.1661,12
,,16.1245,12
,,10,12
,,22.3607,12
,,26.6833,12
,,20,12
,,16.9706,12
,,20.5913,12
,,21.5407,12
,,20.8806,12
,,10.198,12
,,24.3311,12
,,24.1661,12
,,17.088,12
,,11.6619,12
,,22.0907,12
,,25.2982,12
,,20.5913,12
,,16.1245,12
,,20.8806,12
,,20.5913,12
,,20.3961,12
,,11.6619,12
,,24.7386,12
,,24.7386,12
,,16.4924,12
,,10.7703,12
,,22,12
,,24.1661,12
,,21.5407,12
,,17.2047,12
,,20.5913,12
,,21.5407,12
,,20.8806,12
,,10.7703,12
,,25.2982,12
,,24.1661,12
,,16.1245,12
,,10.198,12
,,22,12
,,23.3238,12
,,21.2603,12
,,18.1108,12
,,20.5913,12
,,20.8806,12
,,20.8806,12
,,10.198,12
,,24,12
,,24.1661,12
,,16,12
,,10,12
,,22,12
,,22.8035,12
,,17.8885,12
,,20.5913,12
,,20.3961,12
,,20.3961,12
,,11.6619,12
,,24,12
,,24.7386,12
,,17.088,12
,,11.6619,12
,,22,12
,,22.3607,12
,,21.2603,12
,,18.868,12
,,20.5913,12
,,21.5407,12
,,20.0998,12
,,10.7703,12
,,24,12
,,24.1661,12
,,16.4924,12
,,11.6619,12
,,22,12
,,21.2603,12
,,19.6977,12
,,20.5913,12
,,20.5913,12
,,21.5407,12
,,10.198,12
,,24,12
,,24.7386,12
,,16.1245,12
,,10.7703,12
,,22,12
,,21.5407,12
,,20.5913,12
,,20.3961,12
,,20.5913,12
,,21.5407,12
,,20.8806,12
,,11.6619,12
,,22,12
,,24.7386,12
,,17.088,12
,,10.198,12
,,21.5407,12
,,21.5407,12
,,20,12
,,18.868,12
,,20.8806,12
,,20.5913,12
,,20.8806,12
,,20.3961,12
,,11.3137,12
,,22,12
,,24.1661,12
,,16.4924,12
,,10,12
,,20.8806,12
,,20.5913,12
,,21.5407,12
,,18,12
,,18.1108,12
,,17.2047,12
,,21.5407,12
,,20.5913,12
,,20.3961,12
,,22.0907,12
,,12.1655,12
,,22,12
,,25.0599,12
,,16.1245,12
,,11.6619,12
,,20.3961,12
,,20.5913,12
,,21.5407,12
,,17.088,12
,,22.3607,12
,,20.5913,12
,,21.5407,12
,,21.6333,12
,,12.8062,12
,,22,12
,,24.7386,12
,,16,12
,,12,12
,,20.0998,12
,,20.3961,12
,,20.8806,12
,,20,12
,,16.1245,12
,,17.2047,12
,,23.3238,12
,,20.5913,12
,,20.5913,12
,,22.8035,12
,,13.4164,12
,,22,12
,,24.1661,12
,,17.088,12
,,12,12
,,20,12
,,19.6977,12
,,20.5913,12
,,19.799,12
,,16.9706,12
,,20.5913,12
,,21.5407,12
,,22.6274,12
,,14.1421,12
,,22,12
,,25.2982,12
,,16.4924,12
,,12.1655,12
,,20,12
,,19.6977,12
,,20.5913,12
,,18.4391,12
,,16.1245,12
,,17.2047,12
,,20.5913,12
,,20.8806,12
,,24.0832,12
,,15.2315,12
,,21.5407,12
,,24.7386,12
,,16.1245,12
,,20,12
,,19.6977,12
,,20.5913,12
,,17.2047,12
,,16.9706,12
,,20.8806,12
,,20.3961,12
,,25.4558,12
,,16.4924,12
,,20.8806,12
,,24.1661,12
,,17.088,12
,,22,12
,,19.6977,12
,,20.5913,12
,,17.8885,12
,,16.1245,12
,,17.2047,12
,,18.1108,12
,,20.3961,12
,,21.5407,12
,,19.6977,12
,,17.8885,12
,,20.3961,12
,,25.2982,12
,,16.4924,12
,,22,12
,,19.6977,12
,,20.5913,12
,,17.088,12
,,17.8885,12
,,18.868,12
,,19.6977,12
,,21.5407,12
,,20.5913,12
,,20.8806,12
,,20.0998,12
,,24.7386,12
,,16.1245,12
,,21.5407,12
,,19.6977,12
,,20.5913,12
,,16.4924,12
,,18.868,12
,,20,12
,,21.2603,12
,,22.3607,12
,,23.3238,12
,,20.5913,12
,,21.5407,12
,,22.3607,12
,,20,12
,,26,12
,,16,12
,,12.1655,12
,,12,12
,,20.8806,12
,,19.6977,12
,,20.5913,12
,,21.5407,12
,,16.1245,12
,,21.5407,12
,,21.2603,12
,,26,12
,,24.0832,12
,,20,12
,,25.2982,12
,,17.088,12
,,20.3961,12
,,20.5913,12
,,21.5407,12
,,17.8885,12
,,20.5913,12
,,21.2603,12
,,20,12
,,24.7386,12
,,16.4924,12
,,20.0998,12
,,20.5913,12
,,21.5407,12
,,18,12
,,28.4253,12
,,21.5407,12
,,21.2603,12
,,22,12
,,26,12
,,16.1245,12
,,20,12
,,20.3961,12
,,20.8806,12
,,18,12
,,27.7849,12
,,20.5913,12
,,22.8035,12
,,22,12
,,25.2982,12
,,17.088,12
,,14.1421,12
,,20,12
,,19.6977,12
,,20.5913,12
,,18,14
,,26.8328,14
,,20.8806,14
,,23.3238,14
,,22,14
,,26,14
,,16.4924,14
,,20,14
,,19.6977,14
,,20.5913,14
,,18,14
,,26.0768,14
,,20.5913,14
,,24.1661,14
,,33.9411,14
,,22,14
,,26,14
,,16.1245,14
,,22,14
,,19.6977,14
,,20.5913,14
,,18,14
,,25.6125,14
,,20.5913,14
,,25.2982,14
,,33.9411,14
,,22,14
,,25.2982,14
,,16,14
,,11.6619,14
,,12,14
,,12,14
,,12.1655,14
,,12.6491,14
,,21.5407,14
,,19.6977,14
,,20.5913,14
,,18,14
,,25.0599,14
,,20.5913,14
,,26.6833,14
,,35.3836,14
,,22,14
,,26,14
,,17.088,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,20.8806,14
,,19.6977,14
,,20.5913,14
,,18,14
,,24.4131,14
,,20.5913,14
,,27.7849,14
,,35.609,14
,,22,14
,,26,14
,,16.4924,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,20.3961,14
,,19.6977,14
,,20.5913,14
,,18.868,14
,,24.0832,14
,,20.5913,14
,,28.6356,14
,,30.0666,14
,,37.2022,14
,,22,14
,,26,14
,,16.1245,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,20.0998,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,20,14
,,23.3238,14
,,20.5913,14
,,31.6228,14
,,37.7359,14
,,22.3607,14
,,26.6833,14
,,17.088,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,20,14
,,20.5913,14
,,21.5407,14
,,19.799,14
,,22.8035,14
,,20.5913,14
,,32.9848,14
,,34.0588,14
,,39.4462,14
,,23.3238,14
,,26,14
,,16.4924,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,11.6619,14
,,20,14
,,20.5913,14
,,21.5407,14
,,21.2603,14
,,22.3607,14
,,20.5913,14
,,35.7771,14
,,22.3607,14
,,26.6833,14
,,16.1245,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,12.1655,14
,,20,14
,,20.3961,14
,,20.8806,14
,,22,14
,,21.6333,14
,,20.5913,14
,,36.7696,14
,,38.6264,14
,,22.8035,14
,,26.6833,14
,,16,14
,,11.6619,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,12,14
,,22,14
,,19.6977,14
,,20.5913,14
,,22.8035,14
,,21.2603,14
,,20.5913,14
,,23.4094,14
,,26,14
,,17.088,14
,,11.6619,14
,,11.6619,14
,,10.7703,14
,,12,14
,,22,14
,,19.6977,14
,,20.5913,14
,,20.5913,14
,,20.8806,14
,,24.0832,14
,,26.8328,14
,,16.4924,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,12,14
,,21.5407,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,22,14
,,22,14
,,19.6977,14
,,20.3961,14
,,24,14
,,26,14
,,16.1245,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,11.6619,14
,,20.8806,14
,,22.3607,14
,,23.3238,14
,,18.868,14
,,20.0998,14
,,24.1661,14
,,26.6833,14
,,16,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10.7703,14
,,20.3961,14
,,18.4391,14
,,22,14
,,25.0599,14
,,26.6833,14
,,17.8885,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10.198,14
,,20.0998,14
,,18.4391,14
,,22,14
,,42.7551,14
,,26,14
,,26,14
,,18.1108,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10,14
,,20,14
,,18.4391,14
,,22.3607,14
,,42.9418,14
,,26,14
,,26.8328,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,11.6619,14
,,20,14
,,18.4391,14
,,23.3238,14
,,41.7612,14
,,26,14
,,26.6833,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,11.6619,14
,,20,14
,,25.6125,14
,,18.4391,14
,,24.1661,14
,,42.3792,14
,,26,14
,,26.6833,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10.7703,14
,,22,14
,,18.868,14
,,25.0599,14
,,41.2311,14
,,26,14
,,27.2029,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10.198,14
,,21.5407,14
,,19.6977,14
,,26,14
,,41.7612,14
,,26,14
,,26.6833,14
,,11.6619,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10,14
,,20.8806,14
,,20.5913,14
,,26.6833,14
,,42.3792,14
,,28,14
,,26.8328,14
,,16.9706,14
,,15.6205,14
,,14.4222,14
,,12,14
,,12,14
,,12,14
,,11.6619,14
,,10.7703,14
,,11.6619,14
,,20.3961,14
,,21.2603,14
,,26.0768,14
,,41.2311,14
,,28,14
,,27.2029,14
,,13.4164,14
,,12.6491,14
,,12.1655,14
,,11.6619,14
,,11.6619,14
,,20.0998,14
,,21.6333,14
,,27.2029,14
,,41.7612,14
,,28.6356,14
,,26.6833,14
,,10.7703,14
,,20,14
,,22.0907,14
,,22,14
,,22,14
,,22,14
,,21.5407,14
,,22.3607,14
,,28.4253,14
,,42.3792,14
,,29.1204,14
,,27.2029,14
,,18.4391,14
,,10.198,14
,,20.3961,14
,,20.8806,14
,,20,14
,,20.3961,14
,,20.8806,14
,,22.8035,14
,,29.7321,14
,,40.7922,14
,,28.6356,14
,,27.2029,14
,,16.9706,14
,,10,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,20.0998,14
,,22.8035,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,23.3238,14
,,31.1127,14
,,41.2311,14
,,28.6356,14
,,26.8328,14
,,17.2047,14
,,11.6619,14
,,20.3961,14
,,20.8806,14
,,22,14
,,21.2603,14
,,20.5913,14
,,21.5407,14
,,24.1661,14
,,31.1127,14
,,41.7612,14
,,29.5296,14
,,27.7849,14
,,17.8885,14
,,11.6619,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,22,14
,,21.2603,14
,,20.5913,14
,,21.5407,14
,,25.2982,14
,,32.5576,14
,,41.2311,14
,,30,14
,,26.8328,14
,,18.4391,14
,,10.7703,14
,,20.3961,14
,,20.8806,14
,,22,14
,,20,14
,,20.3961,14
,,20.8806,14
,,26.6833,14
,,34.0588,14
,,41.2311,14
,,30,14
,,27.7849,14
,,18.4391,14
,,10.198,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,22,14
,,20,14
,,19.6977,14
,,20.5913,14
,,28.2843,14
,,35.609,14
,,41.7612,14
,,30.4631,14
,,26.6833,14
,,10,14
,,20.3961,14
,,20.8806,14
,,23.3238,14
,,18.868,14
,,19.6977,14
,,20.5913,14
,,30.0666,14
,,37.2022,14
,,41.1825,14
,,31.0483,14
,,27.2029,14
,,11.6619,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,24.3311,14
,,17.8885,14
,,19.6977,14
,,20.5913,14
,,32,14
,,37.7359,14
,,41.2311,14
,,31.6228,14
,,27.8568,14
,,11.6619,14
,,12,14
,,12,14
,,12,14
,,12.1655,14
,,12.6491,14
,,13.4164,14
,,14.4222,14
,,11.6619,14
,,20.3961,14
,,20.8806,14
,,24.0832,14
,,18,14
,,19.6977,14
,,20.5913,14
,,34,14
,,39.4462,14
,,41.2311,14
,,32,14
,,26.8328,14
,,11.6619,14
,,10.7703,14
,,10.198,14
,,10.7703,14
,,19.6977,14
,,20.5913,14
,,21.5407,14
,,18,14
