 ,Pore Area,Major Pore Axis,Minor Pore Axis,File Name
283,3513,68.9304,64.8900,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
284,45,8.7314,6.5620,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
285,157,15.7446,12.6963,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
286,623,42.0763,18.8521,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
287,1044,51.0009,26.0635,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
288,1598,64.7814,31.4077,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
289,398,33.6986,15.0377,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
290,207,23.0833,11.4178,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
291,497,42.3438,14.9443,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
292,1724,49.8932,43.9952,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
293,238,19.4520,15.5784,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
294,26,6.6815,4.9546,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
295,238,27.5806,10.9871,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
296,438,28.0430,19.8865,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
297,522,35.4857,18.7295,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
298,947,48.5609,24.8298,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
299,437,29.5458,18.8320,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
300,1084,47.1559,29.2687,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
301,3236,77.4811,53.1769,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
302,954,42.3676,28.6698,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
303,3325,95.0921,44.5202,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
304,865,46.1935,23.8421,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
305,59,10.5907,7.0931,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
306,415,25.9063,20.3964,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
307,417,26.9973,19.6664,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
308,4927,90.1760,69.5668,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
309,537,33.2048,20.5913,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
310,1037,55.5805,23.7556,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
311,778,41.7172,23.7451,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
312,274,23.4235,14.8939,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
313,226,20.0559,14.3475,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
314,198,17.6866,14.2538,GelGlu_B 11.10.23 10k_67 KR_segmented_Pore Data2.csv
315,744,42.4409,22.3202,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
316,111,15.5129,9.1105,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
317,8721,174.8444,63.5075,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
318,1826,62.2653,37.3392,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
319,237,29.5916,10.1974,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
320,818,39.7512,26.2007,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
321,7455,129.7661,73.1470,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
322,14895,209.7808,90.4034,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
323,15214,218.0961,88.8190,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
324,1953,70.4334,35.3048,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
325,59,8.8128,8.5241,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
326,1952,71.3896,34.8141,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
327,5001,124.7698,51.0337,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
328,73,10.2835,9.0384,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
329,1947,97.3523,25.4642,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
330,6434,147.3448,55.5976,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
331,17191,249.1653,87.8463,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
332,633,41.7662,19.2970,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
333,766,52.0380,18.7421,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
334,10357,142.4272,92.5872,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
335,42541,274.8006,197.1062,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
336,5073,119.7543,53.9366,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
337,16064,198.5376,103.0199,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
338,3023,81.7309,47.0936,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
339,121,14.5864,10.5621,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
340,666,52.6980,16.0913,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
341,38,10.4520,4.6291,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
342,1626,59.2453,34.9443,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
343,2105,61.8739,43.3166,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
344,4261,74.4667,72.8550,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
345,10460,163.3523,81.5298,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
346,1579,75.1959,26.7361,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
347,2319,82.9999,35.5740,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
348,660,45.0392,18.6579,PCL PEO CAM kont 160818 x10k11_segmented_Pore Data2.csv
349,8553,211.2026,51.5620,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
350,4884,116.1634,53.5324,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
351,338,37.7871,11.3889,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
352,160,18.7039,10.8918,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
353,343,44.6032,9.7913,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
354,4423,139.9522,40.2390,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
355,364,36.9112,12.5561,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
356,29346,405.0950,92.2364,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
357,1212,53.9906,28.5821,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
358,145,15.1116,12.2171,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
359,244,30.2927,10.2556,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
360,119,15.4741,9.7916,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
361,4735,148.6175,40.5658,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
362,113,15.6013,9.2220,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
363,71480,423.9450,214.6768,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
364,10,4.1109,3.0972,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
365,614,43.0181,18.1730,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
366,2231,114.7447,24.7558,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
367,339,26.7089,16.1604,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
368,14953,186.5743,102.0438,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
369,1290,90.0111,18.2475,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
370,3002,107.6389,35.5101,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
371,1164,44.3542,33.4140,PCL_CAM_11.10.23_10k_13 KR_segmented_Pore Data2.csv
372,59,9.1591,8.2018,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
373,3908,116.6577,42.6532,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
374,1173,54.3653,27.4717,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
375,62,9.4937,8.3151,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
376,2294,103.0637,28.3399,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
377,857,38.5900,28.2759,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
378,37,7.4158,6.3526,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
379,10121,147.7761,87.2026,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
380,5767,117.7635,62.3519,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
381,3837,98.3095,49.6943,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
382,1951,89.1324,27.8697,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
383,588,39.8954,18.7657,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
384,2010,80.5200,31.7836,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
385,836,52.8130,20.1547,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
386,888,35.6992,31.6712,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
387,36,7.3613,6.2267,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
388,202,21.8148,11.7899,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
389,2249,67.3982,42.4865,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
390,524,46.1963,14.4422,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
391,2325,59.9930,49.3438,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
392,512,29.4967,22.1007,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
393,2523,59.3560,54.1206,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
394,716,50.9249,17.9017,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
395,191,20.9917,11.5850,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
396,21859,194.7760,142.8910,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
397,8708,133.2533,83.2052,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
398,7758,151.2735,65.2976,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
399,1105,49.6429,28.3410,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
400,4762,85.9954,70.5057,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
401,54,8.7883,7.8234,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
402,3793,118.2762,40.8315,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
403,44,7.6412,7.3317,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
404,5827,109.6865,67.6398,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
405,3639,130.4493,35.5182,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
406,6336,94.5904,85.2861,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
407,4155,111.0216,47.6512,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
408,648,36.0123,22.9105,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
409,11409,186.5910,77.8515,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
410,2051,63.1629,41.3441,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
411,3303,96.4105,43.6209,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
412,509,36.4973,17.7569,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
413,33,8.5874,4.8929,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
414,426,34.2551,15.8341,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
415,413,38.3466,13.7130,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
416,5590,92.2472,77.1559,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
417,948,77.3120,15.6125,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
418,510,38.2613,16.9715,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
419,316,23.1133,17.4075,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
420,6074,103.7261,74.5584,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
421,437,26.2573,21.1905,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
422,2989,92.5854,41.1049,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
423,2069,61.9451,42.5269,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
424,3743,106.8855,44.5873,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
425,1705,70.0340,30.9974,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
426,48,7.9832,7.6555,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
427,407,35.4842,14.6039,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
428,60,9.1173,8.3790,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
429,1882,73.7071,32.5102,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
430,3029,81.4082,47.3741,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
431,11471,157.9488,92.4688,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
432,6867,127.9911,68.3121,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
433,2021,106.5761,24.1444,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
434,270,42.4252,8.1031,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
435,3331,122.1062,34.7334,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
436,2305,71.8915,40.8228,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
437,494,29.8200,21.0925,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
438,3640,93.0568,49.8039,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
439,330,23.0197,18.2526,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
440,13672,215.9691,80.6029,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
441,5584,97.7459,72.7373,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
442,1377,61.6732,28.4281,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
443,1971,91.5509,27.4116,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
444,532,29.5733,22.9045,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
445,103,13.9320,9.4131,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
446,3595,81.5657,56.1179,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
447,508,30.1038,21.4859,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
448,6067,145.7128,53.0135,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
449,935,45.3992,26.2225,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
450,607,36.8348,20.9817,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
451,3057,83.9823,46.3466,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
452,1141,62.3348,23.3059,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
453,308,24.2113,16.1973,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
454,940,44.9180,26.6451,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
455,175,15.9910,13.9339,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
456,258,23.9461,13.7181,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
457,2037,94.0824,27.5672,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
458,109,18.2726,7.5951,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
459,51,8.8319,7.3523,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
460,23,6.8888,4.2510,PCL_CAM_4%_10KX_1_segmented_Pore Data2.csv
461,179,18.2397,12.4953,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
462,239,22.4621,13.5474,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
463,3508,109.5823,40.7595,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
464,4920,141.9346,44.1354,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
465,156,18.5305,10.7188,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
466,846,43.3588,24.8429,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
467,369,33.7669,13.9138,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
468,153,15.5798,12.5037,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
469,507,32.7640,19.7025,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
470,795,47.3302,21.3865,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
471,695,46.5063,19.0276,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
472,9014,150.1019,76.4613,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
473,1378,52.7106,33.2860,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
474,2555,75.5121,43.0809,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
475,814,44.1698,23.4644,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
476,286,23.8728,15.2536,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
477,6862,108.6881,80.3857,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
478,632,53.0701,15.1627,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
479,349,34.3387,12.9405,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
480,281,24.0167,14.8972,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
481,6528,116.3089,71.4623,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
482,11892,137.1015,110.4391,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
483,229,21.5819,13.5100,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
484,1468,57.9855,32.2342,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
485,22240,199.7226,141.7809,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
486,10417,133.4851,99.3619,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
487,15,6.5618,2.9106,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
488,2431,60.8129,50.8978,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
489,10,4.1979,3.0331,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
490,145,18.4521,10.0054,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
491,432,34.8933,15.7635,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
492,266,21.0999,16.0513,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
493,161,17.3448,11.8186,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
494,230,17.9862,16.2816,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
495,2335,88.3207,33.6616,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
496,2947,65.2069,57.5436,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
497,2731,104.3646,33.3180,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
498,29004,232.3369,158.9461,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
499,8729,141.6619,78.4552,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
500,19794,208.3906,120.9388,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
501,272,23.0625,15.0166,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
502,1656,54.1090,38.9674,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
503,2936,73.8833,50.5964,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
504,1923,60.6871,40.3453,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
505,4229,120.8668,44.5493,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
506,4585,131.8662,44.2707,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
507,102,16.9778,7.6494,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
508,1086,49.3865,27.9983,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
509,454,33.5895,17.2093,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
510,1750,77.0086,28.9340,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
511,5445,113.2467,61.2185,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
512,684,41.4342,21.0188,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
513,1317,69.3660,24.1740,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
514,5472,114.4825,60.8579,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
515,2373,68.9664,43.8097,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
516,1900,100.0351,24.1831,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
517,567,31.0394,23.2584,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
518,1875,65.4300,36.4867,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
519,7054,113.5107,79.1241,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
520,569,49.0511,14.7698,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
521,312,25.1735,15.7805,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
522,1439,56.3891,32.4920,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
523,2547,63.8887,50.7592,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
524,10523,148.6130,90.1556,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
525,80,13.3801,7.6127,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
526,559,38.2585,18.6035,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
527,476,38.0687,15.9202,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
528,176,15.8911,14.1016,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
529,338,37.0044,11.6298,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
530,2073,70.3771,37.5041,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
531,2653,61.4311,54.9869,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
532,2314,74.2894,39.6594,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
533,746,38.2941,24.8038,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
534,474,26.9588,22.3866,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
535,114,13.4727,10.7736,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
536,1065,49.9046,27.1718,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
537,13210,151.9857,110.6650,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
538,1456,56.8164,32.6285,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
539,487,29.7024,20.8760,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
540,523,35.8355,18.5823,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
541,2803,83.3327,42.8270,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
542,365,30.8024,15.0875,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
543,111,13.2892,10.6349,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
544,4542,160.2685,36.0835,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
545,806,44.8059,22.9039,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
546,758,60.3280,15.9978,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
547,3426,88.9265,49.0531,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
548,60,9.7687,7.8203,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
549,126,13.5141,11.8712,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
550,3270,77.2770,53.8775,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
551,758,36.4660,26.4662,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
552,1307,66.2718,25.1106,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
553,61,9.9873,7.7766,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
554,804,61.3990,16.6727,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
555,1145,45.9931,31.6974,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
556,235,25.2871,11.8326,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
557,776,33.5151,29.4803,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
558,223,24.8686,11.4173,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
559,128,14.4152,11.3058,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
560,837,47.2851,22.5378,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
561,309,25.9795,15.1439,PCL_CAM_4%_10KX_2_segmented_Pore Data2.csv
562,1182,68.7956,21.8760,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
563,11964,206.6638,73.7093,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
564,2385,129.8543,23.3853,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
565,176,16.2345,13.8034,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
566,500,47.1721,13.4957,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
567,155,17.7243,11.1346,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
568,13256,258.5142,65.2887,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
569,1452,63.7847,28.9841,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
570,465,29.7903,19.8741,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
571,2564,104.1404,31.3479,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
572,1710,54.3632,40.0499,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
573,566,37.7423,19.0940,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
574,152,17.7345,10.9128,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
575,118,12.8894,11.6563,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
576,266,29.3435,11.5420,UUS! 10%PCL2%PEO 4%CAM 101022 10k_segmented_Pore Data2.csv
